cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,         density,      x-velocity,    y-coordinate,    z-coordinate,     x-face-area
       606, 1.200000010E-02,-3.816035576E-03,-4.325862974E-03, 6.140000153E+01,-1.976315826E-01,-3.816026030E-03,-4.325855058E-03, 0.000000000E+00
       607, 1.200000010E-02,-3.823813749E-03,-4.332344979E-03, 6.140000153E+01,-6.004769206E-01,-3.823799780E-03,-4.332332872E-03, 0.000000000E+00
       608, 1.200000010E-02,-3.833147697E-03,-4.340122920E-03, 6.140000153E+01,-1.025025845E+00,-3.833126975E-03,-4.340105690E-03, 0.000000000E+00
       609, 1.200000010E-02,-3.844348015E-03,-4.349456634E-03, 6.140000153E+01,-1.420964360E+00,-3.844317282E-03,-4.349431023E-03, 0.000000000E+00
       610, 1.200000010E-02,-3.857788863E-03,-4.360657185E-03, 6.140000153E+01,-1.750180840E+00,-3.857742995E-03,-4.360619467E-03, 0.000000000E+00
       611, 1.200000010E-02,-3.816035576E-03,-4.374081269E-03, 6.140000153E+01,-1.944512874E-01,-3.816026030E-03,-4.374074284E-03, 0.000000000E+00
       612, 1.200000010E-02,-3.823813749E-03,-4.379699007E-03, 6.140000153E+01,-5.918411016E-01,-3.823799780E-03,-4.379688762E-03, 0.000000000E+00
       613, 1.200000010E-02,-3.833147697E-03,-4.386439919E-03, 6.140000153E+01,-1.011099100E+00,-3.833126975E-03,-4.386425018E-03, 0.000000000E+00
       614, 1.200000010E-02,-3.844348015E-03,-4.394529387E-03, 6.140000153E+01,-1.404675722E+00,-3.844317282E-03,-4.394507036E-03, 0.000000000E+00
       615, 1.200000010E-02,-3.857788863E-03,-4.404236563E-03, 6.140000153E+01,-1.733986735E+00,-3.857742995E-03,-4.404203035E-03, 0.000000000E+00
       616, 1.200000010E-02,-3.816035576E-03,-4.422299564E-03, 6.140000153E+01,-1.908653527E-01,-3.816026030E-03,-4.422293510E-03, 0.000000000E+00
       617, 1.200000010E-02,-3.823813749E-03,-4.427053034E-03, 6.140000153E+01,-5.803889632E-01,-3.823799780E-03,-4.427044187E-03, 0.000000000E+00
       618, 1.200000010E-02,-3.833147697E-03,-4.432756919E-03, 6.140000153E+01,-9.917078614E-01,-3.833126975E-03,-4.432743881E-03, 0.000000000E+00
       619, 1.200000010E-02,-3.844348015E-03,-4.439601675E-03, 6.140000153E+01,-1.380274653E+00,-3.844317282E-03,-4.439583048E-03, 0.000000000E+00
       620, 1.200000010E-02,-3.857788863E-03,-4.447815474E-03, 6.140000153E+01,-1.713133574E+00,-3.857742995E-03,-4.447787534E-03, 0.000000000E+00
       621, 1.200000010E-02,-3.816035576E-03,-4.470517859E-03, 6.140000153E+01,-1.850295365E-01,-3.816026030E-03,-4.470512737E-03, 0.000000000E+00
       622, 1.200000010E-02,-3.823813749E-03,-4.474407062E-03, 6.140000153E+01,-5.628729463E-01,-3.823799780E-03,-4.474400077E-03, 0.000000000E+00
       623, 1.200000010E-02,-3.833147697E-03,-4.479073454E-03, 6.140000153E+01,-9.648147225E-01,-3.833126975E-03,-4.479063209E-03, 0.000000000E+00
       624, 1.200000010E-02,-3.844348015E-03,-4.484673962E-03, 6.140000153E+01,-1.353677750E+00,-3.844317282E-03,-4.484658595E-03, 0.000000000E+00
       625, 1.200000010E-02,-3.857788863E-03,-4.491394386E-03, 6.140000153E+01,-1.704175115E+00,-3.857742995E-03,-4.491371568E-03, 0.000000000E+00
       626, 1.200000010E-02,-3.816035576E-03,-4.518736154E-03, 6.140000153E+01,-1.797487885E-01,-3.816026030E-03,-4.518732429E-03, 0.000000000E+00
       627, 1.200000010E-02,-3.823813749E-03,-4.521761090E-03, 6.140000153E+01,-5.493226051E-01,-3.823799780E-03,-4.521755502E-03, 0.000000000E+00
       628, 1.200000010E-02,-3.833147697E-03,-4.525390919E-03, 6.140000153E+01,-9.496381283E-01,-3.833126975E-03,-4.525382537E-03, 0.000000000E+00
       629, 1.200000010E-02,-3.844348015E-03,-4.529746249E-03, 6.140000153E+01,-1.350972414E+00,-3.844317282E-03,-4.529734608E-03, 0.000000000E+00
       630, 1.200000010E-02,-3.857788863E-03,-4.534973297E-03, 6.140000153E+01,-1.730458260E+00,-3.857742995E-03,-4.534955602E-03, 0.000000000E+00
       631, 1.200000010E-02,-3.816035576E-03,-4.566953983E-03, 6.140000153E+01,-1.810759753E-01,-3.816026030E-03,-4.566951655E-03, 0.000000000E+00
       632, 1.200000010E-02,-3.823813749E-03,-4.569115117E-03, 6.140000153E+01,-5.572883487E-01,-3.823799780E-03,-4.569110926E-03, 0.000000000E+00
       633, 1.200000010E-02,-3.833147697E-03,-4.571707454E-03, 6.140000153E+01,-9.715586305E-01,-3.833126975E-03,-4.571701866E-03, 0.000000000E+00
       634, 1.200000010E-02,-3.844348015E-03,-4.574818537E-03, 6.140000153E+01,-1.396487594E+00,-3.844317282E-03,-4.574810155E-03, 0.000000000E+00
       635, 1.200000010E-02,-3.857788863E-03,-4.578552209E-03, 6.140000153E+01,-1.807752728E+00,-3.857742995E-03,-4.578540102E-03, 0.000000000E+00
       636, 1.200000010E-02,-3.816035576E-03,-4.615172278E-03, 6.140000153E+01,-1.914958507E-01,-3.816026030E-03,-4.615170881E-03, 0.000000000E+00
       637, 1.200000010E-02,-3.823813749E-03,-4.616469145E-03, 6.140000153E+01,-5.918951035E-01,-3.823799780E-03,-4.616466817E-03, 0.000000000E+00
       638, 1.200000010E-02,-3.833147697E-03,-4.618024454E-03, 6.140000153E+01,-1.035590768E+00,-3.833126975E-03,-4.618021194E-03, 0.000000000E+00
       639, 1.200000010E-02,-3.844348015E-03,-4.619891290E-03, 6.140000153E+01,-1.493607879E+00,-3.844317282E-03,-4.619886167E-03, 0.000000000E+00
       640, 1.200000010E-02,-3.857788863E-03,-4.622131586E-03, 6.140000153E+01,-1.936392665E+00,-3.857742995E-03,-4.622123670E-03, 0.000000000E+00
       641, 1.200000010E-02,-3.816035576E-03,-4.663391039E-03, 6.140000153E+01,-2.095916122E-01,-3.816026030E-03,-4.663390573E-03, 0.000000000E+00
       642, 1.200000010E-02,-3.823813749E-03,-4.663823172E-03, 6.140000153E+01,-6.497643590E-01,-3.823799780E-03,-4.663822241E-03, 0.000000000E+00
       643, 1.200000010E-02,-3.833147697E-03,-4.664341919E-03, 6.140000153E+01,-1.137955070E+00,-3.833126975E-03,-4.664340522E-03, 0.000000000E+00
       644, 1.200000010E-02,-3.844348015E-03,-4.664964043E-03, 6.140000153E+01,-1.637597799E+00,-3.844317282E-03,-4.664962180E-03, 0.000000000E+00
       645, 1.200000010E-02,-3.857788863E-03,-4.665710498E-03, 6.140000153E+01,-2.107776880E+00,-3.857742995E-03,-4.665707704E-03, 0.000000000E+00
       646, 1.200000010E-02,-3.816035576E-03,-4.711609334E-03, 6.140000153E+01,-2.347717136E-01,-3.816026030E-03,-4.711609799E-03, 0.000000000E+00
       647, 1.200000010E-02,-3.823813749E-03,-4.711177200E-03, 6.140000153E+01,-7.288395762E-01,-3.823799780E-03,-4.711177666E-03, 0.000000000E+00
       648, 1.200000010E-02,-3.833147697E-03,-4.710658453E-03, 6.140000153E+01,-1.272814631E+00,-3.833126975E-03,-4.710659850E-03, 0.000000000E+00
       649, 1.200000010E-02,-3.844348015E-03,-4.710036330E-03, 6.140000153E+01,-1.815028787E+00,-3.844317282E-03,-4.710038193E-03, 0.000000000E+00
       650, 1.200000010E-02,-3.857788863E-03,-4.709289409E-03, 6.140000153E+01,-2.299663782E+00,-3.857742995E-03,-4.709292203E-03, 0.000000000E+00
       651, 1.200000010E-02,-3.816035576E-03,-4.759827629E-03, 6.140000153E+01,-2.648870051E-01,-3.816026030E-03,-4.759829026E-03, 0.000000000E+00
       652, 1.200000010E-02,-3.823813749E-03,-4.758530762E-03, 6.140000153E+01,-8.225960732E-01,-3.823799780E-03,-4.758533090E-03, 0.000000000E+00
       653, 1.200000010E-02,-3.833147697E-03,-4.756975453E-03, 6.140000153E+01,-1.427395463E+00,-3.833126975E-03,-4.756979179E-03, 0.000000000E+00
       654, 1.200000010E-02,-3.844348015E-03,-4.755108617E-03, 6.140000153E+01,-2.004638433E+00,-3.844317514E-03,-4.755113740E-03, 0.000000000E+00
       655, 1.200000010E-02,-3.857788863E-03,-4.752868786E-03, 6.140000153E+01,-2.485515833E+00,-3.857742995E-03,-4.752876237E-03, 0.000000000E+00
       656, 1.200000010E-02,-3.816035576E-03,-4.808045458E-03, 6.140000153E+01,-2.972170413E-01,-3.816026030E-03,-4.808048252E-03, 0.000000000E+00
       657, 1.200000010E-02,-3.823813749E-03,-4.805884790E-03, 6.140000153E+01,-9.224535823E-01,-3.823799780E-03,-4.805888981E-03, 0.000000000E+00
       658, 1.200000010E-02,-3.833147697E-03,-4.803292453E-03, 6.140000153E+01,-1.585746050E+00,-3.833126975E-03,-4.803298041E-03, 0.000000000E+00
       659, 1.200000010E-02,-3.844348015E-03,-4.800180905E-03, 6.140000153E+01,-2.184753895E+00,-3.844317282E-03,-4.800189752E-03, 0.000000000E+00
       660, 1.200000010E-02,-3.857788863E-03,-4.796447232E-03, 6.140000153E+01,-2.645839930E+00,-3.857742995E-03,-4.796460271E-03, 0.000000000E+00
       661, 1.200000010E-02,-3.816035576E-03,-4.856264219E-03, 6.140000153E+01,-3.283402920E-01,-3.816026030E-03,-4.856267944E-03, 0.000000000E+00
       662, 1.200000010E-02,-3.823813749E-03,-4.853239283E-03, 6.140000153E+01,-1.018077731E+00,-3.823799780E-03,-4.853244405E-03, 0.000000000E+00
       663, 1.200000010E-02,-3.833147697E-03,-4.849608988E-03, 6.140000153E+01,-1.731882215E+00,-3.833126975E-03,-4.849617369E-03, 0.000000000E+00
       664, 1.200000010E-02,-3.844348015E-03,-4.845253658E-03, 6.140000153E+01,-2.338891506E+00,-3.844317282E-03,-4.845265299E-03, 0.000000000E+00
       665, 1.200000010E-02,-3.857788863E-03,-4.840026144E-03, 6.140000153E+01,-2.771308899E+00,-3.857742995E-03,-4.840043839E-03, 0.000000000E+00
       666, 1.200000010E-02,-3.816035576E-03,-4.904482514E-03, 6.140000153E+01,-3.565063775E-01,-3.816026030E-03,-4.904487170E-03, 0.000000000E+00
       667, 1.200000010E-02,-3.823813749E-03,-4.900593311E-03, 6.140000153E+01,-1.104353905E+00,-3.823799780E-03,-4.900600296E-03, 0.000000000E+00
       668, 1.200000010E-02,-3.833147697E-03,-4.895926453E-03, 6.140000153E+01,-1.859080434E+00,-3.833126975E-03,-4.895936698E-03, 0.000000000E+00
       669, 1.200000010E-02,-3.844348015E-03,-4.890325945E-03, 6.140000153E+01,-2.462828159E+00,-3.844317282E-03,-4.890341312E-03, 0.000000000E+00
       670, 1.200000010E-02,-3.857788863E-03,-4.883605521E-03, 6.140000153E+01,-2.863543272E+00,-3.857742995E-03,-4.883628339E-03, 0.000000000E+00
       671, 1.200000010E-02,-3.816035576E-03,-4.952700343E-03, 6.140000153E+01,-3.823473752E-01,-3.816026030E-03,-4.952706397E-03, 0.000000000E+00
       672, 1.200000010E-02,-3.823813749E-03,-4.947947338E-03, 6.140000153E+01,-1.182126403E+00,-3.823799780E-03,-4.947955720E-03, 0.000000000E+00
       673, 1.200000010E-02,-3.833147697E-03,-4.942242987E-03, 6.140000153E+01,-1.968514562E+00,-3.833126975E-03,-4.942256026E-03, 0.000000000E+00
       674, 1.200000010E-02,-3.844348015E-03,-4.935398232E-03, 6.140000153E+01,-2.559984207E+00,-3.844317282E-03,-4.935417324E-03, 0.000000000E+00
       675, 1.200000010E-02,-3.857788863E-03,-4.927184433E-03, 6.140000153E+01,-2.928723335E+00,-3.857742995E-03,-4.927212372E-03, 0.000000000E+00
       676, 1.200000010E-02,-3.816035576E-03,-5.000919104E-03, 6.140000153E+01,-4.076726735E-01,-3.816026030E-03,-5.000925623E-03, 0.000000000E+00
       677, 1.200000010E-02,-3.823813749E-03,-4.995301366E-03, 6.140000153E+01,-1.254658461E+00,-3.823799780E-03,-4.995311145E-03, 0.000000000E+00
       678, 1.200000010E-02,-3.833147697E-03,-4.988560453E-03, 6.140000153E+01,-2.059445143E+00,-3.833126975E-03,-4.988575354E-03, 0.000000000E+00
       679, 1.200000010E-02,-3.844348015E-03,-4.980470985E-03, 6.140000153E+01,-2.629018545E+00,-3.844317282E-03,-4.980492871E-03, 0.000000000E+00
       680, 1.200000010E-02,-3.857788863E-03,-4.970763344E-03, 6.140000153E+01,-2.969031811E+00,-3.857742995E-03,-4.970796406E-03, 0.000000000E+00
       681, 1.200000010E-02,-3.816035576E-03,-5.049136933E-03, 6.140000153E+01,-4.350118637E-01,-3.816026030E-03,-5.049145315E-03, 0.000000000E+00
       682, 1.200000010E-02,-3.823813749E-03,-5.042655393E-03, 6.140000153E+01,-1.322270513E+00,-3.823799780E-03,-5.042667035E-03, 0.000000000E+00
       683, 1.200000010E-02,-3.833147697E-03,-5.034876987E-03, 6.140000153E+01,-2.126261950E+00,-3.833126975E-03,-5.034894217E-03, 0.000000000E+00
       684, 1.200000010E-02,-3.844348015E-03,-5.025543272E-03, 6.140000153E+01,-2.666443825E+00,-3.844317282E-03,-5.025568884E-03, 0.000000000E+00
       685, 1.200000010E-02,-3.857788863E-03,-5.014342256E-03, 6.140000153E+01,-2.985051155E+00,-3.857742995E-03,-5.014380906E-03, 0.000000000E+00
       686, 1.200000010E-02,-3.816035576E-03,-5.097355228E-03, 6.140000153E+01,-4.404329360E-01,-3.816026030E-03,-5.097364541E-03, 0.000000000E+00
       687, 1.200000010E-02,-3.823813749E-03,-5.090009421E-03, 6.140000153E+01,-1.346197009E+00,-3.823799780E-03,-5.090022460E-03, 0.000000000E+00
       688, 1.200000010E-02,-3.833147697E-03,-5.081193987E-03, 6.140000153E+01,-2.135872364E+00,-3.833126975E-03,-5.081213545E-03, 0.000000000E+00
       689, 1.200000010E-02,-3.844348015E-03,-5.070615560E-03, 6.140000153E+01,-2.657063961E+00,-3.844317282E-03,-5.070644896E-03, 0.000000000E+00
       690, 1.200000010E-02,-3.857788863E-03,-5.057921633E-03, 6.140000153E+01,-2.967065573E+00,-3.857742995E-03,-5.057964940E-03, 0.000000000E+00
       691, 1.200000010E-02,-3.817740828E-03,-5.145520438E-03, 6.140000153E+01,-3.741508722E-01,-3.817601362E-03,-5.143933930E-03, 5.676014790E-15
       692, 1.200000010E-02,-3.823986975E-03,-5.137015134E-03, 6.140000153E+01,-1.162976146E+00,-3.823973238E-03,-5.135364830E-03, 0.000000000E+00
       693, 1.200000010E-02,-3.831482492E-03,-5.126809236E-03, 6.140000153E+01,-1.890237331E+00,-3.831639653E-03,-5.125056021E-03, 0.000000000E+00
       694, 1.200000010E-02,-3.840476507E-03,-5.114561878E-03, 6.140000153E+01,-2.433150530E+00,-3.840884427E-03,-5.112626124E-03, 0.000000000E+00
       695, 1.200000010E-02,-3.851269837E-03,-5.099864677E-03, 6.140000153E+01,-2.802715540E+00,-3.852107329E-03,-5.097542424E-03, 0.000000000E+00
       696, 1.200000010E-02,-3.826644272E-03,-5.193223711E-03, 6.140000153E+01,-3.196472228E-01,-3.826677334E-03,-5.193241406E-03, 0.000000000E+00
       697, 1.200000010E-02,-3.831543960E-03,-5.184429698E-03, 6.140000153E+01,-1.001063228E+00,-3.831631737E-03,-5.184477661E-03, 0.000000000E+00
       698, 1.200000010E-02,-3.837423632E-03,-5.173875950E-03, 6.140000153E+01,-1.690559506E+00,-3.837577067E-03,-5.173959304E-03, 0.000000000E+00
       699, 1.200000010E-02,-3.844479565E-03,-5.161210895E-03, 6.140000153E+01,-2.235876560E+00,-3.844712395E-03,-5.161336623E-03, 0.000000000E+00
       700, 1.200000010E-02,-3.852946218E-03,-5.146013573E-03, 6.140000153E+01,-2.613723040E+00,-3.853274742E-03,-5.146187730E-03, 0.000000000E+00
       701, 1.200000010E-02,-3.845206462E-03,-5.238513462E-03, 6.140000153E+01,-3.480426371E-01,-3.845014144E-03,-5.238166545E-03,-5.051514762E-15
       702, 1.200000010E-02,-3.849881934E-03,-5.230224691E-03, 6.140000153E+01,-1.078887939E+00,-3.849691013E-03,-5.229874048E-03, 0.000000000E+00
       703, 1.200000010E-02,-3.855492221E-03,-5.220277235E-03, 6.140000153E+01,-1.785381317E+00,-3.855302697E-03,-5.219924729E-03, 0.000000000E+00
       704, 1.200000010E-02,-3.862224519E-03,-5.208340473E-03, 6.140000153E+01,-2.318825245E+00,-3.862035926E-03,-5.207987037E-03, 0.000000000E+00
       705, 1.200000010E-02,-3.870303743E-03,-5.194017198E-03, 6.140000153E+01,-2.674622536E+00,-3.870114917E-03,-5.193663295E-03, 0.000000000E+00
       706, 1.200000010E-02,-3.871862777E-03,-5.279095843E-03, 6.140000153E+01,-3.384051025E-01,-3.871583147E-03,-5.278770346E-03, 0.000000000E+00
       707, 1.200000010E-02,-3.875568509E-03,-5.270869471E-03, 6.140000153E+01,-1.054553270E+00,-3.875290044E-03,-5.270543043E-03, 0.000000000E+00
       708, 1.200000010E-02,-3.880016040E-03,-5.260999314E-03, 6.140000153E+01,-1.752741456E+00,-3.879738040E-03,-5.260671023E-03, 0.000000000E+00
       709, 1.200000010E-02,-3.885352751E-03,-5.249153357E-03, 6.140000153E+01,-2.288085222E+00,-3.885074053E-03,-5.248826928E-03, 0.000000000E+00
       710, 1.200000010E-02,-3.891757224E-03,-5.234939046E-03, 6.140000153E+01,-2.653956413E+00,-3.891475964E-03,-5.234618206E-03, 0.000000000E+00
       711, 1.200000010E-02,-3.906244878E-03,-5.313737784E-03, 6.140000153E+01,-3.395587504E-01,-3.906204365E-03,-5.313690752E-03, 8.826273046E-15
       712, 1.200000010E-02,-3.909719177E-03,-5.305851810E-03, 6.140000153E+01,-1.055445433E+00,-3.909680992E-03,-5.305800587E-03, 0.000000000E+00
       713, 1.200000010E-02,-3.913888708E-03,-5.296388641E-03, 6.140000153E+01,-1.756980300E+00,-3.913852852E-03,-5.296331365E-03, 0.000000000E+00
       714, 1.200000010E-02,-3.918891773E-03,-5.285033025E-03, 6.140000153E+01,-2.295887232E+00,-3.918860108E-03,-5.284967367E-03, 0.000000000E+00
       715, 1.200000010E-02,-3.924896009E-03,-5.271405447E-03, 6.140000153E+01,-2.663301468E+00,-3.924868535E-03,-5.271329079E-03, 0.000000000E+00
       716, 1.200000010E-02,-3.946300130E-03,-5.340860225E-03, 6.140000153E+01,-3.285969198E-01,-3.945952747E-03,-5.340700969E-03, 1.004751837E-14
       717, 1.200000010E-02,-3.948680591E-03,-5.333030596E-03, 6.140000153E+01,-1.029427052E+00,-3.948379774E-03,-5.332894158E-03, 0.000000000E+00
       718, 1.200000010E-02,-3.951536957E-03,-5.323635414E-03, 6.140000153E+01,-1.719885945E+00,-3.951291088E-03,-5.323531106E-03, 0.000000000E+00
       719, 1.200000010E-02,-3.954964690E-03,-5.312361289E-03, 6.140000153E+01,-2.253377199E+00,-3.954781685E-03,-5.312304944E-03, 0.000000000E+00
       720, 1.200000010E-02,-3.959077410E-03,-5.298831500E-03, 6.140000153E+01,-2.618435383E+00,-3.958964255E-03,-5.298855714E-03, 0.000000000E+00
       721, 1.200000010E-02,-3.990655765E-03,-5.359426141E-03, 6.140000153E+01,-3.173968792E-01,-3.990571946E-03,-5.359402858E-03, 0.000000000E+00
       722, 1.200000010E-02,-3.991486039E-03,-5.351379514E-03, 6.140000153E+01,-9.921569228E-01,-3.991452046E-03,-5.351370666E-03, 0.000000000E+00
       723, 1.200000010E-02,-3.992483020E-03,-5.341723561E-03, 6.140000153E+01,-1.665995240E+00,-3.992508166E-03,-5.341731478E-03, 0.000000000E+00
       724, 1.200000010E-02,-3.993677907E-03,-5.330136977E-03, 6.140000153E+01,-2.198915482E+00,-3.993775230E-03,-5.330165382E-03, 0.000000000E+00
       725, 1.200000010E-02,-3.995113540E-03,-5.316233262E-03, 6.140000153E+01,-2.573134184E+00,-3.995295148E-03,-5.316287279E-03, 0.000000000E+00
       726, 1.200000010E-02,-4.038644023E-03,-5.369017366E-03, 6.140000153E+01,-3.143939972E-01,-4.038571846E-03,-5.369000603E-03, 0.000000000E+00
       727, 1.200000010E-02,-4.039810970E-03,-5.361139309E-03, 6.140000153E+01,-9.792507887E-01,-4.039694555E-03,-5.361115094E-03, 0.000000000E+00
       728, 1.200000010E-02,-4.041211680E-03,-5.351686385E-03, 6.140000153E+01,-1.643449783E+00,-4.041041248E-03,-5.351650529E-03, 0.000000000E+00
       729, 1.200000010E-02,-4.042891786E-03,-5.340341944E-03, 6.140000153E+01,-2.172273874E+00,-4.042658024E-03,-5.340292584E-03, 0.000000000E+00
       730, 1.200000010E-02,-4.044908099E-03,-5.326728802E-03, 6.140000153E+01,-2.545999765E+00,-4.044598434E-03,-5.326661747E-03, 0.000000000E+00
       731, 1.200000010E-02,-4.086749163E-03,-5.369082559E-03, 6.140000153E+01,-2.939807773E-01,-4.086896777E-03,-5.369103979E-03, 0.000000000E+00
       732, 1.200000010E-02,-4.086447414E-03,-5.361348391E-03, 6.140000153E+01,-9.268860221E-01,-4.086598754E-03,-5.361380521E-03, 0.000000000E+00
       733, 1.200000010E-02,-4.086085595E-03,-5.352067295E-03, 6.140000153E+01,-1.577855349E+00,-4.086241592E-03,-5.352122243E-03, 0.000000000E+00
       734, 1.200000010E-02,-4.085651599E-03,-5.340930074E-03, 6.140000153E+01,-2.110678673E+00,-4.085813649E-03,-5.341034848E-03, 0.000000000E+00
       735, 1.200000010E-02,-4.085130990E-03,-5.327565596E-03, 6.140000153E+01,-2.485498428E+00,-4.085301887E-03,-5.327779800E-03, 0.000000000E+00
       736, 1.200000010E-02,-4.133904818E-03,-5.359504372E-03, 6.140000153E+01,-3.052946627E-01,-4.133979790E-03,-5.359474570E-03, 0.000000000E+00
       737, 1.200000010E-02,-4.132106900E-03,-5.351630040E-03, 6.140000153E+01,-9.505091310E-01,-4.132228438E-03,-5.351589061E-03, 0.000000000E+00
       738, 1.200000010E-02,-4.129949491E-03,-5.342181772E-03, 6.140000153E+01,-1.596152306E+00,-4.130127374E-03,-5.342125427E-03, 0.000000000E+00
       739, 1.200000010E-02,-4.127360880E-03,-5.330842920E-03, 6.140000153E+01,-2.110753775E+00,-4.127605353E-03,-5.330768414E-03, 0.000000000E+00
       740, 1.200000010E-02,-4.124254454E-03,-5.317237694E-03, 6.140000153E+01,-2.475158691E+00,-4.124578554E-03,-5.317138042E-03, 0.000000000E+00
       741, 1.200000010E-02,-4.179073963E-03,-5.340709351E-03, 6.140000153E+01,-2.944536805E-01,-4.179239739E-03,-5.340624601E-03, 0.000000000E+00
       742, 1.200000010E-02,-4.177517258E-03,-5.332548637E-03, 6.140000153E+01,-9.154691100E-01,-4.177683033E-03,-5.332464352E-03, 0.000000000E+00
       743, 1.200000010E-02,-4.175649025E-03,-5.322756246E-03, 6.140000153E+01,-1.539280176E+00,-4.175814334E-03,-5.322672892E-03, 0.000000000E+00
       744, 1.200000010E-02,-4.173406865E-03,-5.311004817E-03, 6.140000153E+01,-2.040875912E+00,-4.173573107E-03,-5.310923792E-03, 0.000000000E+00
       745, 1.200000010E-02,-4.170716740E-03,-5.296903197E-03, 6.140000153E+01,-2.396146536E+00,-4.170883447E-03,-5.296824966E-03, 0.000000000E+00
       746, 1.200000010E-02,-4.219318740E-03,-5.313538946E-03, 6.140000153E+01,-2.774295509E-01,-4.219604190E-03,-5.313315894E-03, 0.000000000E+00
       747, 1.200000010E-02,-4.217083566E-03,-5.305217579E-03, 6.140000153E+01,-8.654361367E-01,-4.217369016E-03,-5.304993596E-03, 0.000000000E+00
       748, 1.200000010E-02,-4.214400891E-03,-5.295231007E-03, 6.140000153E+01,-1.468059897E+00,-4.214686807E-03,-5.295008421E-03, 0.000000000E+00
       749, 1.200000010E-02,-4.211181775E-03,-5.283247679E-03, 6.140000153E+01,-1.960889816E+00,-4.211468622E-03,-5.283027422E-03, 0.000000000E+00
       750, 1.200000010E-02,-4.207319580E-03,-5.268867593E-03, 6.140000153E+01,-2.305998802E+00,-4.207608290E-03,-5.268654320E-03, 0.000000000E+00
       751, 1.200000010E-02,-4.253743216E-03,-5.278875586E-03, 6.140000153E+01,-2.719298899E-01,-4.253698513E-03,-5.278913770E-03, 0.000000000E+00
       752, 1.200000010E-02,-4.251371138E-03,-5.270166323E-03, 6.140000153E+01,-8.407623172E-01,-4.251324572E-03,-5.270198919E-03, 0.000000000E+00
       753, 1.200000010E-02,-4.248523619E-03,-5.259715021E-03, 6.140000153E+01,-1.407761097E+00,-4.248475656E-03,-5.259739701E-03, 0.000000000E+00
       754, 1.200000010E-02,-4.245107062E-03,-5.247172900E-03, 6.140000153E+01,-1.846636772E+00,-4.245056305E-03,-5.247187801E-03, 0.000000000E+00
       755, 1.200000010E-02,-4.241007380E-03,-5.232122727E-03, 6.140000153E+01,-2.143759251E+00,-4.240952432E-03,-5.232124124E-03, 0.000000000E+00
       756, 1.200000010E-02,-4.280707799E-03,-5.238134414E-03, 6.140000153E+01,-2.318694144E-01,-4.281059373E-03,-5.237493664E-03,-1.004751837E-14
       757, 1.200000010E-02,-4.278045148E-03,-5.229011178E-03, 6.140000153E+01,-7.033751011E-01,-4.278391600E-03,-5.228354130E-03, 0.000000000E+00
       758, 1.200000010E-02,-4.274849314E-03,-5.218062550E-03, 6.140000153E+01,-1.174211860E+00,-4.275190178E-03,-5.217388272E-03, 0.000000000E+00
       759, 1.200000010E-02,-4.271014594E-03,-5.204924382E-03, 6.140000153E+01,-1.563477039E+00,-4.271349870E-03,-5.204229616E-03, 0.000000000E+00
       760, 1.200000010E-02,-4.266412463E-03,-5.189158954E-03, 6.140000153E+01,-1.853822827E+00,-4.266741220E-03,-5.188442301E-03, 0.000000000E+00
       761, 1.200000010E-02,-4.298375454E-03,-5.193277728E-03, 6.140000153E+01,-2.160146534E-01,-4.298822954E-03,-5.191829987E-03,-1.093569679E-14
       762, 1.200000010E-02,-4.293519072E-03,-5.184601527E-03, 6.140000153E+01,-6.519205570E-01,-4.293917678E-03,-5.183066241E-03, 0.000000000E+00
       763, 1.200000010E-02,-4.287691787E-03,-5.174189340E-03, 6.140000153E+01,-1.098683596E+00,-4.288020544E-03,-5.172529723E-03, 0.000000000E+00
       764, 1.200000010E-02,-4.280698486E-03,-5.161695182E-03, 6.140000153E+01,-1.527048945E+00,-4.280918278E-03,-5.159840453E-03, 0.000000000E+00
       765, 1.200000010E-02,-4.272306338E-03,-5.146701820E-03, 6.140000153E+01,-1.919440389E+00,-4.272328224E-03,-5.144493189E-03, 0.000000000E+00
       766, 1.200000010E-02,-4.306872375E-03,-5.145767704E-03, 6.140000153E+01,-2.280657738E-01,-4.306949675E-03,-5.145093892E-03, 0.000000000E+00
       767, 1.200000010E-02,-4.299776163E-03,-5.137807690E-03, 6.140000153E+01,-7.094651461E-01,-4.299843684E-03,-5.137122702E-03, 0.000000000E+00
       768, 1.200000010E-02,-4.291260615E-03,-5.128255114E-03, 6.140000153E+01,-1.240616798E+00,-4.291317891E-03,-5.127558950E-03, 0.000000000E+00
       769, 1.200000010E-02,-4.281041678E-03,-5.116791930E-03, 6.140000153E+01,-1.785110474E+00,-4.281088710E-03,-5.116084125E-03, 0.000000000E+00
       770, 1.200000010E-02,-4.268778954E-03,-5.103036296E-03, 6.140000153E+01,-2.305365801E+00,-4.268816207E-03,-5.102317780E-03, 0.000000000E+00
       771, 1.200000010E-02,-4.308964126E-03,-5.097355228E-03, 6.140000153E+01,-2.512436807E-01,-4.308973905E-03,-5.097364541E-03, 0.000000000E+00
       772, 1.200000010E-02,-4.301186185E-03,-5.090009421E-03, 6.140000153E+01,-8.021770120E-01,-4.301200155E-03,-5.090022460E-03, 0.000000000E+00
